course,year,skill,self_rating,projects_completed,level
M.Sc Computer Science,2,Testing,3,2,Intermediate
B.Sc Statistics,1,Excel,4,6,Advanced
B.Tech CSE,1,Database Administration,3,0,Intermediate
B.Com,1,Statistics,5,0,Advanced
M.Tech,4,Linear Algebra,4,2,Advanced
MBA,4,SQL,2,1,Intermediate
B.Sc Information Technology,4,ETL,3,5,Intermediate
B.Sc Mathematics,4,Cybersecurity,1,4,Beginner
M.Sc Statistics,1,Statistics,5,0,Advanced
B.Tech EEE,3,OOP,5,1,Advanced
B.Sc Information Technology,4,Data Warehousing,3,0,Intermediate
B.Tech CSE,2,CI/CD,1,5,Intermediate
B.Tech AI & ML,3,Apache Spark,5,4,Advanced
M.Sc Computer Science,1,Apache Spark,4,5,Advanced
B.Tech AI & ML,1,Backup and Recovery,5,4,Advanced
B.Tech Mechanical,1,Data Warehousing,4,6,Advanced
BCA,1,Networking,5,4,Advanced
BCA,4,Python,5,2,Advanced
B.Sc Computer Science,1,Power BI,5,5,Advanced
B.Sc Information Technology,2,Excel,3,2,Intermediate
B.Tech IT,1,Testing,2,0,Beginner
M.Sc Statistics,4,Research,1,4,Beginner
B.Sc Data Science,3,MySQL,1,2,Beginner
MBA,3,Excel,5,4,Advanced
BBA,1,Incident Response,5,0,Advanced
B.Tech ECE,2,Web Security,1,4,Intermediate
B.Tech IT,3,Kubernetes,1,4,Beginner
B.Tech CSE,2,REST API,3,0,Intermediate
B.Sc Data Science,4,ETL,4,4,Advanced
BBA,2,Communication,3,6,Advanced
B.Sc Data Science,3,Transformers,1,4,Beginner
B.Sc Data Science,1,Linux,1,6,Intermediate
B.Tech Civil,2,Pandas,4,3,Advanced
M.Sc Computer Science,3,Kubernetes,5,3,Advanced
B.Tech IT,2,OOP,1,6,Intermediate
BCA,1,Algorithms,2,6,Intermediate
M.Sc Data Science,4,Incident Response,2,1,Beginner
B.Tech ECE,1,Docker,3,0,Intermediate
B.Tech Data Science,3,OOP,2,4,Intermediate
B.Sc Statistics,4,Data Structures,2,3,Intermediate
BCA,1,SIEM,4,5,Advanced
M.Sc Data Science,4,Git,4,4,Advanced
B.Tech AI & ML,2,Cybersecurity,4,1,Advanced
BCA,4,Database Security,4,5,Advanced
B.Tech EEE,3,OOP,3,6,Advanced
B.Tech AI & ML,4,Linear Algebra,3,2,Intermediate
MCA,4,Excel,1,4,Beginner
B.Tech Civil,3,Linux,3,6,Advanced
B.Tech IT,4,Research,3,3,Intermediate
B.Tech EEE,1,Cybersecurity,5,0,Advanced
MBA,1,Transformers,3,0,Intermediate
M.Sc Statistics,4,Research,2,2,Intermediate
B.Tech CSE,2,Data Warehousing,1,6,Intermediate
B.Tech ECE,4,NumPy,1,4,Beginner
M.Sc Computer Science,2,OOP,2,1,Intermediate
M.Sc Statistics,2,Scikit-learn,1,0,Beginner
B.Tech IT,2,Tableau,2,2,Intermediate
MCA,1,MySQL,5,1,Advanced
B.Sc Statistics,1,Deep Learning,1,5,Intermediate
B.Com,3,Excel,1,2,Intermediate
B.Sc Mathematics,3,Linux,4,1,Intermediate
M.Sc Data Science,4,PostgreSQL,4,0,Intermediate
MCA,3,Linear Algebra,5,5,Advanced
B.Sc Mathematics,3,Calculus,3,6,Intermediate
M.Sc Statistics,3,SIEM,4,1,Advanced
B.Tech Data Science,2,MySQL,1,1,Beginner
B.Sc Computer Science,2,PostgreSQL,1,0,Beginner
B.Tech Civil,4,Linear Algebra,1,2,Beginner
B.Sc Computer Science,4,A/B Testing,1,0,Beginner
M.Sc Data Science,4,Transformers,3,3,Intermediate
M.Sc Statistics,4,Incident Response,4,2,Advanced
MBA,2,Data Warehousing,4,2,Intermediate
B.Tech Mechanical,3,A/B Testing,5,4,Advanced
M.Sc Computer Science,2,NLP,3,1,Intermediate
M.Sc Data Science,3,Machine Learning,5,2,Advanced
B.Sc Mathematics,3,Algorithms,4,0,Advanced
B.Tech Data Science,4,Excel,4,0,Intermediate
M.Sc Data Science,4,Communication,4,3,Advanced
B.Tech EEE,4,OOP,2,5,Intermediate
MBA,3,NumPy,1,6,Intermediate
B.Sc Data Science,2,Research,3,6,Advanced
B.Tech Mechanical,3,Web Security,1,4,Intermediate
BBA,1,Communication,4,5,Advanced
B.Sc Statistics,2,Python,2,3,Intermediate
MBA,4,System Design,1,0,Beginner
M.Tech,4,Business Analysis,5,3,Advanced
MCA,2,Networking,1,6,Beginner
B.Tech ECE,1,Docker,1,6,Intermediate
B.Tech ECE,1,Data Structures,5,6,Advanced
M.Tech,4,Excel,4,1,Advanced
BBA,4,Networking,3,4,Advanced
MBA,3,Algorithms,4,4,Advanced
B.Sc Computer Science,4,Git,2,0,Beginner
B.Tech Mechanical,3,OpenCV,5,1,Advanced
B.Sc Information Technology,4,Kubernetes,4,4,Advanced
MCA,2,Data Visualization,1,5,Intermediate
B.Tech Mechanical,1,OpenCV,5,6,Advanced
B.Tech EEE,4,PyTorch,4,4,Advanced
BCA,1,Communication,4,0,Intermediate
B.Tech IT,3,Tableau,5,1,Advanced
B.Com,4,Kubernetes,5,4,Advanced
B.Tech AI & ML,1,CI/CD,5,3,Advanced
B.Sc Information Technology,3,PostgreSQL,3,5,Advanced
B.Sc Information Technology,4,Scikit-learn,4,5,Advanced
B.Com,2,Cybersecurity,5,4,Advanced
BBA,3,Deep Learning,1,4,Beginner
B.Sc Data Science,3,Pandas,5,6,Advanced
B.Tech Mechanical,4,FastAPI,1,2,Beginner
B.Tech Civil,3,Incident Response,2,4,Intermediate
BCA,4,Calculus,5,4,Advanced
B.Tech AI & ML,1,Scikit-learn,4,0,Intermediate
B.Tech ECE,3,System Design,4,3,Intermediate
B.Tech Data Science,1,PyTorch,2,6,Intermediate
B.Sc Statistics,2,Research,2,4,Intermediate
MCA,4,System Design,2,6,Advanced
BBA,1,Scikit-learn,4,6,Advanced
MCA,2,Kubernetes,1,0,Beginner
B.Tech AI & ML,2,Research,4,1,Intermediate
BBA,2,CI/CD,5,1,Advanced
B.Tech EEE,2,Python,4,4,Advanced
B.Sc Mathematics,4,Web Security,1,3,Beginner
MCA,2,PyTorch,3,2,Intermediate
B.Sc Statistics,4,Data Structures,2,0,Beginner
BCA,3,Cybersecurity,1,6,Intermediate
M.Tech,3,ETL,1,6,Intermediate
B.Sc Computer Science,4,Deep Learning,1,2,Beginner
B.Tech IT,3,Tableau,3,2,Intermediate
B.Tech EEE,1,Database Security,2,5,Intermediate
M.Sc Statistics,4,Data Structures,5,1,Advanced
B.Tech Data Science,1,Terraform,5,0,Advanced
M.Sc Computer Science,2,ETL,4,6,Advanced
MBA,4,Pandas,2,6,Intermediate
B.Tech Civil,1,Terraform,5,1,Advanced
B.Sc Data Science,2,Docker,3,0,Intermediate
MBA,4,MySQL,1,2,Beginner
B.Com,3,Linear Algebra,4,0,Advanced
MBA,3,Web Security,2,3,Intermediate
B.Sc Information Technology,1,Machine Learning,2,3,Intermediate
M.Sc Computer Science,1,Excel,1,0,Beginner
M.Sc Data Science,1,Git,5,2,Advanced
M.Sc Computer Science,1,Docker,1,1,Beginner
B.Sc Computer Science,2,Scikit-learn,4,4,Advanced
BCA,2,Data Visualization,2,2,Intermediate
BBA,3,Database Administration,1,2,Beginner
B.Sc Statistics,3,Tableau,3,2,Advanced
B.Tech AI & ML,1,System Design,4,2,Advanced
B.Sc Computer Science,4,ETL,4,5,Advanced
B.Sc Mathematics,4,Data Warehousing,4,0,Intermediate
B.Tech EEE,3,Terraform,1,6,Intermediate
B.Tech AI & ML,1,Apache Spark,5,2,Advanced
B.Tech Mechanical,2,Apache Spark,1,5,Beginner
B.Sc Computer Science,3,Incident Response,1,6,Intermediate
B.Sc Data Science,3,Apache Spark,2,2,Intermediate
B.Tech Mechanical,1,FastAPI,5,4,Advanced
M.Sc Computer Science,1,OpenCV,3,1,Intermediate
B.Sc Data Science,4,PostgreSQL,1,3,Intermediate
M.Tech,4,Transformers,2,0,Intermediate
B.Sc Computer Science,4,Kubernetes,1,0,Intermediate
M.Tech,1,Scikit-learn,4,5,Advanced
B.Sc Data Science,2,REST API,3,2,Intermediate
B.Sc Information Technology,3,Excel,3,5,Intermediate
B.Tech Data Science,2,FastAPI,2,5,Intermediate
B.Tech IT,3,Power BI,1,6,Intermediate
M.Tech,2,Communication,3,1,Advanced
B.Tech Data Science,3,Computer Vision,3,4,Intermediate
BCA,2,Pandas,5,2,Advanced
B.Com,3,A/B Testing,1,5,Intermediate
B.Sc Information Technology,1,Python,1,5,Intermediate
B.Tech Civil,3,Cryptography,3,2,Intermediate
MCA,2,Data Warehousing,4,2,Intermediate
B.Sc Mathematics,3,Database Security,2,2,Intermediate
B.Tech EEE,4,CI/CD,3,4,Advanced
B.Tech Data Science,1,REST API,2,5,Intermediate
B.Tech IT,2,Machine Learning,3,1,Intermediate
BBA,2,Git,3,3,Advanced
BCA,4,Incident Response,2,4,Intermediate
M.Sc Statistics,1,PyTorch,4,1,Advanced
B.Tech Data Science,1,Cybersecurity,5,0,Advanced
B.Tech IT,4,Pandas,5,0,Advanced
B.Com,2,Linux,4,6,Advanced
B.Tech Mechanical,3,Kubernetes,1,5,Intermediate
B.Tech ECE,2,Python,2,2,Beginner
B.Tech IT,2,Git,3,0,Advanced
B.Sc Information Technology,1,Power BI,3,1,Intermediate
B.Tech EEE,1,ETL,3,1,Intermediate
M.Sc Data Science,2,Git,4,1,Intermediate
B.Tech Data Science,3,CI/CD,3,4,Intermediate
B.Sc Mathematics,2,Database Administration,3,1,Intermediate
B.Tech AI & ML,3,Linear Algebra,1,6,Intermediate
B.Com,3,Statistics,5,1,Advanced
M.Sc Statistics,2,Data Warehousing,3,4,Advanced
M.Sc Data Science,3,Computer Vision,2,6,Intermediate
B.Sc Information Technology,4,Algorithms,1,4,Intermediate
B.Sc Computer Science,1,Linux,2,0,Intermediate
B.Sc Data Science,3,Python,1,4,Beginner
B.Sc Mathematics,1,Business Analysis,3,2,Intermediate
M.Sc Statistics,2,PostgreSQL,4,2,Advanced
B.Sc Information Technology,1,Machine Learning,2,0,Intermediate
B.Tech IT,4,NLP,2,6,Intermediate
M.Sc Computer Science,3,System Design,4,6,Advanced
B.Sc Statistics,2,CI/CD,4,0,Intermediate
B.Tech IT,1,Deep Learning,5,2,Advanced
B.Tech Mechanical,2,Backup and Recovery,4,1,Intermediate
B.Tech Civil,3,Computer Vision,4,3,Advanced
M.Tech,2,PyTorch,3,3,Intermediate
M.Sc Computer Science,3,Data Warehousing,3,2,Intermediate
B.Tech AI & ML,2,Product Analytics,1,2,Beginner
B.Tech EEE,4,Docker,1,2,Beginner
B.Tech CSE,4,PostgreSQL,3,4,Advanced
B.Tech AI & ML,2,Kubernetes,3,1,Intermediate
M.Sc Computer Science,4,SQL,5,5,Advanced
B.Sc Mathematics,3,Database Security,3,0,Intermediate
M.Sc Data Science,3,Git,5,3,Advanced
B.Sc Computer Science,4,Linear Algebra,3,4,Advanced
B.Sc Data Science,1,Git,4,5,Advanced
B.Tech ECE,4,A/B Testing,3,6,Advanced
B.Tech ECE,3,Terraform,5,3,Advanced
B.Tech CSE,4,Algorithms,2,1,Intermediate
M.Sc Statistics,2,Cybersecurity,5,0,Advanced
B.Tech Civil,3,Product Analytics,3,5,Intermediate
B.Sc Mathematics,2,Database Security,1,6,Beginner
BCA,1,Computer Vision,4,2,Advanced
B.Tech Data Science,4,Computer Vision,4,2,Advanced
B.Sc Statistics,4,Python,2,4,Intermediate
B.Tech ECE,1,PyTorch,3,0,Intermediate
M.Sc Computer Science,4,Data Structures,1,4,Beginner
B.Tech Civil,4,Business Analysis,1,0,Beginner
B.Sc Data Science,3,FastAPI,4,6,Advanced
BBA,2,Linux,2,0,Intermediate
B.Sc Statistics,2,Scikit-learn,4,3,Advanced
B.Sc Information Technology,2,Statistics,4,6,Advanced
M.Tech,4,AWS,1,5,Intermediate
B.Tech EEE,4,Product Analytics,2,3,Intermediate
M.Sc Statistics,2,REST API,4,0,Intermediate
BCA,1,Computer Vision,4,5,Advanced
B.Tech ECE,4,Linear Algebra,1,6,Intermediate
M.Tech,1,Testing,4,1,Intermediate
BBA,2,Communication,2,3,Intermediate
M.Sc Data Science,1,Machine Learning,2,0,Beginner
B.Sc Statistics,2,Git,4,2,Advanced
B.Tech Civil,2,Communication,1,4,Intermediate
B.Tech EEE,2,PyTorch,3,2,Intermediate
B.Tech Data Science,3,MySQL,2,4,Intermediate
M.Sc Computer Science,3,Pandas,1,4,Beginner
MCA,2,Data Structures,2,4,Intermediate
B.Tech AI & ML,2,Data Warehousing,2,5,Intermediate
B.Sc Computer Science,2,FastAPI,3,5,Advanced
B.Tech Civil,2,Terraform,4,2,Advanced
BBA,4,Database Administration,1,3,Beginner
M.Tech,1,Docker,1,4,Beginner
B.Tech AI & ML,2,REST API,5,6,Advanced
M.Tech,1,Incident Response,1,4,Intermediate
M.Sc Data Science,4,Machine Learning,2,6,Intermediate
B.Sc Mathematics,1,OOP,5,2,Advanced
BCA,4,Git,5,4,Advanced
MCA,3,Machine Learning,5,4,Advanced
B.Tech Data Science,2,REST API,4,3,Advanced
B.Tech Data Science,4,Networking,5,1,Advanced
B.Sc Information Technology,3,Computer Vision,2,3,Intermediate
B.Sc Mathematics,1,Cybersecurity,1,1,Beginner
B.Sc Information Technology,2,REST API,5,4,Advanced
B.Tech CSE,4,Web Security,5,2,Advanced
B.Sc Data Science,3,Apache Spark,1,6,Intermediate
B.Tech Civil,1,Pandas,3,2,Intermediate
B.Tech Civil,2,OOP,3,2,Intermediate
B.Tech EEE,4,Tableau,3,2,Intermediate
B.Tech CSE,3,SIEM,5,4,Advanced
MCA,2,NLP,1,6,Intermediate
B.Sc Information Technology,3,Product Analytics,1,5,Intermediate
M.Sc Data Science,2,Research,5,6,Advanced
MCA,1,FastAPI,3,2,Intermediate
B.Sc Information Technology,2,Research,3,3,Advanced
BBA,3,Database Administration,2,1,Beginner
B.Tech CSE,1,AWS,1,1,Beginner
B.Tech Mechanical,4,Terraform,2,5,Intermediate
B.Sc Statistics,3,Power BI,2,2,Beginner
B.Sc Statistics,3,NumPy,1,4,Beginner
B.Tech ECE,3,SIEM,3,1,Intermediate
B.Tech AI & ML,4,Research,1,3,Intermediate
M.Sc Statistics,3,MySQL,4,6,Advanced
B.Com,4,Web Security,5,0,Advanced
B.Sc Computer Science,2,SQL,5,5,Advanced
B.Tech ECE,1,Transformers,4,1,Intermediate
MBA,3,OpenCV,4,2,Advanced
BCA,4,NLP,2,6,Intermediate
B.Tech EEE,4,Terraform,2,5,Intermediate
BBA,2,AWS,5,3,Advanced
M.Sc Data Science,1,Testing,4,4,Advanced
BCA,3,Networking,5,0,Intermediate
MCA,1,OpenCV,3,0,Intermediate
BBA,2,Algorithms,1,6,Intermediate
B.Tech IT,1,Statistics,4,0,Intermediate
B.Tech CSE,3,A/B Testing,2,3,Intermediate
B.Sc Statistics,3,Power BI,1,3,Beginner
BCA,3,PostgreSQL,1,2,Intermediate
B.Sc Data Science,2,Backup and Recovery,3,3,Intermediate
BCA,3,Scikit-learn,1,3,Beginner
B.Sc Computer Science,4,AWS,2,5,Intermediate
B.Tech Data Science,2,Research,1,4,Beginner
M.Sc Computer Science,3,PostgreSQL,5,4,Advanced
M.Sc Data Science,4,Incident Response,3,2,Intermediate
B.Tech Mechanical,2,AWS,4,2,Intermediate
MBA,1,Tableau,2,4,Intermediate
M.Tech,3,Data Visualization,2,6,Intermediate
B.Tech EEE,4,Incident Response,1,1,Beginner
MBA,1,Web Security,2,0,Beginner
B.Tech EEE,4,Tableau,3,4,Advanced
B.Tech Mechanical,4,MySQL,3,0,Beginner
B.Tech EEE,1,ETL,5,1,Advanced
M.Tech,3,Networking,5,5,Advanced
M.Sc Data Science,2,Excel,5,1,Advanced
B.Tech EEE,1,Database Administration,1,0,Beginner
MCA,1,Calculus,2,6,Intermediate
B.Tech CSE,4,Product Analytics,5,5,Advanced
B.Sc Computer Science,2,Kubernetes,3,6,Advanced
MBA,1,Product Analytics,3,5,Advanced
B.Tech EEE,1,Linux,4,5,Advanced
B.Sc Mathematics,3,Database Security,1,5,Intermediate
B.Tech AI & ML,4,MySQL,5,0,Advanced
M.Sc Statistics,2,Power BI,5,5,Advanced
MCA,4,Web Security,4,4,Advanced
BCA,2,Scikit-learn,2,4,Intermediate
B.Sc Mathematics,4,Communication,4,4,Advanced
B.Tech Data Science,2,Power BI,1,3,Beginner
B.Tech Civil,1,Testing,1,4,Intermediate
B.Sc Statistics,2,Terraform,3,4,Intermediate
B.Tech Mechanical,3,MySQL,4,5,Advanced
B.Sc Data Science,2,Kubernetes,3,6,Advanced
B.Tech IT,3,Terraform,1,1,Beginner
B.Sc Statistics,1,NumPy,5,2,Advanced
B.Sc Mathematics,1,Data Warehousing,1,0,Beginner
B.Sc Information Technology,2,Data Warehousing,3,2,Intermediate
M.Sc Statistics,2,Communication,5,5,Advanced
BCA,1,OpenCV,4,3,Advanced
BBA,4,ETL,3,0,Intermediate
B.Com,2,AWS,4,0,Intermediate
B.Sc Mathematics,2,A/B Testing,2,3,Intermediate
BCA,2,Terraform,1,1,Beginner
M.Sc Computer Science,1,CI/CD,4,3,Advanced
M.Sc Data Science,4,System Design,2,0,Beginner
B.Tech EEE,2,Cryptography,1,4,Intermediate
B.Tech IT,2,Linear Algebra,5,0,Advanced
B.Sc Information Technology,4,SIEM,3,3,Intermediate
B.Tech Data Science,2,Database Administration,5,1,Advanced
B.Tech ECE,3,Communication,4,4,Advanced
B.Tech Mechanical,4,Scikit-learn,3,3,Intermediate
B.Sc Information Technology,2,Calculus,3,4,Advanced
B.Tech Data Science,4,OpenCV,3,0,Intermediate
BCA,2,FastAPI,3,5,Advanced
B.Com,1,NLP,5,4,Advanced
B.Sc Mathematics,3,System Design,1,4,Beginner
B.Tech ECE,2,PyTorch,2,2,Beginner
B.Tech Data Science,2,CI/CD,2,1,Beginner
B.Sc Statistics,4,Research,3,6,Intermediate
B.Sc Computer Science,2,PyTorch,4,2,Advanced
B.Tech IT,4,Machine Learning,5,2,Advanced
B.Tech ECE,2,Backup and Recovery,3,5,Advanced
B.Tech Civil,2,Kubernetes,3,0,Intermediate
B.Tech Data Science,4,Terraform,3,0,Intermediate
M.Sc Computer Science,4,Product Analytics,1,6,Intermediate
M.Sc Statistics,2,NLP,2,6,Intermediate
BBA,4,FastAPI,2,2,Beginner
BBA,3,Computer Vision,1,4,Beginner
BCA,4,Scikit-learn,1,0,Beginner
M.Sc Statistics,2,Business Analysis,2,0,Beginner
B.Tech Data Science,2,Machine Learning,3,0,Intermediate
M.Tech,2,System Design,3,5,Intermediate
B.Sc Computer Science,1,Cybersecurity,5,6,Advanced
M.Sc Statistics,2,ETL,4,2,Advanced
M.Sc Computer Science,3,Cybersecurity,1,6,Intermediate
B.Sc Mathematics,1,Database Administration,5,1,Advanced
B.Tech EEE,2,A/B Testing,3,4,Intermediate
B.Sc Statistics,1,Docker,4,2,Advanced
B.Tech Data Science,2,Kubernetes,1,2,Beginner
B.Com,1,Product Analytics,4,3,Advanced
B.Tech EEE,1,AWS,3,0,Beginner
M.Tech,1,Kubernetes,4,4,Advanced
MBA,2,MySQL,4,1,Advanced
B.Sc Computer Science,1,Apache Spark,1,3,Beginner
B.Tech CSE,4,Computer Vision,1,4,Beginner
B.Tech CSE,1,Networking,1,0,Beginner
B.Tech ECE,2,System Design,5,6,Advanced
B.Sc Statistics,4,Cybersecurity,2,6,Advanced
MBA,1,Tableau,3,3,Intermediate
B.Tech ECE,1,Power BI,2,2,Intermediate
BCA,4,Cybersecurity,5,6,Advanced
B.Sc Statistics,2,FastAPI,5,0,Advanced
B.Tech Mechanical,2,CI/CD,4,4,Advanced
BBA,4,NLP,2,6,Advanced
M.Tech,4,SQL,2,2,Intermediate
MCA,1,Database Security,5,4,Advanced
M.Sc Computer Science,2,A/B Testing,4,1,Advanced
M.Sc Data Science,4,ETL,3,0,Intermediate
B.Sc Mathematics,1,Power BI,3,0,Intermediate
B.Sc Mathematics,4,Data Visualization,4,5,Advanced
B.Tech Civil,2,Transformers,2,4,Intermediate
B.Tech Data Science,3,Terraform,4,6,Advanced
MBA,1,NLP,4,4,Advanced
BBA,3,PostgreSQL,5,0,Advanced
B.Sc Information Technology,2,Cryptography,4,4,Advanced
B.Sc Information Technology,2,Scikit-learn,1,3,Beginner
BBA,4,Python,5,2,Advanced
B.Tech AI & ML,1,PostgreSQL,2,2,Intermediate
BBA,1,Deep Learning,1,1,Beginner
B.Com,3,Docker,4,4,Advanced
B.Tech Data Science,4,CI/CD,3,1,Intermediate
B.Sc Computer Science,2,Transformers,1,2,Beginner
B.Tech ECE,2,Kubernetes,2,1,Beginner
BCA,2,Data Visualization,1,3,Intermediate
BBA,1,Research,3,0,Intermediate
B.Sc Mathematics,2,Data Visualization,1,5,Intermediate
M.Sc Data Science,4,Power BI,1,2,Beginner
B.Sc Mathematics,3,FastAPI,4,2,Advanced
B.Sc Computer Science,2,REST API,5,3,Advanced
B.Sc Statistics,1,ETL,4,5,Advanced
M.Sc Statistics,2,Algorithms,2,1,Beginner
B.Tech EEE,4,A/B Testing,5,3,Advanced
B.Tech Data Science,4,Pandas,4,6,Advanced
B.Tech ECE,3,Incident Response,5,2,Advanced
M.Tech,1,Statistics,3,1,Intermediate
B.Tech EEE,4,Pandas,2,2,Intermediate
BCA,3,Networking,1,1,Beginner
M.Sc Computer Science,1,Statistics,5,0,Advanced
B.Tech EEE,3,Scikit-learn,1,6,Intermediate
B.Tech Mechanical,2,Data Warehousing,2,0,Beginner
B.Tech EEE,3,NLP,3,5,Advanced
B.Com,1,ETL,5,5,Advanced
B.Tech EEE,1,System Design,5,1,Advanced
M.Tech,3,Database Security,3,3,Intermediate
B.Tech Mechanical,1,Data Structures,3,4,Intermediate
B.Tech EEE,4,Incident Response,5,2,Advanced
BCA,3,Deep Learning,3,6,Advanced
B.Tech Mechanical,4,SIEM,2,1,Intermediate
M.Sc Statistics,4,Web Security,5,0,Advanced
B.Tech ECE,4,Statistics,5,1,Advanced
M.Tech,4,Kubernetes,3,1,Intermediate
B.Tech AI & ML,3,Data Warehousing,4,5,Advanced
B.Sc Statistics,3,Terraform,4,3,Advanced
B.Tech Mechanical,3,Apache Spark,3,6,Advanced
M.Sc Computer Science,3,Tableau,2,1,Beginner
M.Sc Data Science,2,Kubernetes,4,6,Advanced
B.Com,2,Linux,1,4,Beginner
B.Tech CSE,4,Tableau,4,6,Advanced
B.Sc Statistics,4,Statistics,5,1,Advanced
M.Sc Computer Science,1,OOP,5,0,Advanced
B.Tech IT,1,Git,1,1,Beginner
BCA,2,Networking,4,4,Advanced
B.Tech ECE,1,System Design,4,5,Advanced
M.Sc Statistics,2,NLP,2,5,Intermediate
B.Sc Statistics,2,Linux,5,4,Advanced
B.Sc Mathematics,1,Incident Response,1,5,Intermediate
M.Sc Statistics,2,Data Visualization,4,5,Advanced
M.Sc Data Science,4,Networking,5,2,Advanced
B.Sc Mathematics,1,Terraform,5,0,Advanced
BBA,1,Cybersecurity,4,0,Intermediate
B.Sc Data Science,4,Python,3,5,Advanced
B.Tech Data Science,2,Business Analysis,5,4,Advanced
MBA,1,Power BI,2,5,Intermediate
B.Tech AI & ML,3,Database Security,5,6,Advanced
B.Sc Statistics,3,Web Security,2,3,Intermediate
B.Sc Data Science,3,Research,1,5,Beginner
B.Sc Computer Science,4,Database Administration,5,4,Advanced
M.Sc Computer Science,1,Computer Vision,2,1,Intermediate
B.Tech IT,1,Cybersecurity,5,5,Advanced
BBA,4,MySQL,5,4,Advanced
MBA,4,FastAPI,5,0,Advanced
B.Tech Mechanical,1,Excel,2,3,Intermediate
B.Com,1,Linear Algebra,2,5,Intermediate
B.Tech EEE,3,Transformers,4,6,Advanced
B.Tech EEE,3,CI/CD,2,6,Intermediate
M.Tech,4,Kubernetes,4,4,Advanced
B.Tech Mechanical,1,MySQL,3,5,Advanced
B.Tech CSE,3,Research,5,6,Advanced
B.Com,4,REST API,1,6,Beginner
BBA,3,Database Administration,1,1,Beginner
BCA,2,Machine Learning,4,3,Advanced
B.Sc Mathematics,3,Algorithms,1,4,Intermediate
M.Sc Statistics,2,Database Security,4,3,Advanced
MCA,2,AWS,1,4,Beginner
BCA,1,ETL,3,1,Intermediate
M.Sc Data Science,2,Database Administration,4,0,Advanced
B.Tech Civil,3,A/B Testing,4,6,Advanced
B.Sc Statistics,4,ETL,2,1,Intermediate
MCA,1,Networking,3,5,Advanced
BBA,1,Power BI,4,0,Advanced
MCA,2,Backup and Recovery,1,6,Intermediate
M.Sc Data Science,3,SIEM,1,4,Intermediate
B.Com,2,Cybersecurity,1,4,Intermediate
B.Tech EEE,1,Linux,3,0,Intermediate
MCA,4,SQL,5,2,Advanced
M.Sc Computer Science,4,OOP,2,5,Intermediate
B.Sc Data Science,2,Product Analytics,3,0,Beginner
M.Sc Data Science,2,Database Security,4,0,Intermediate
B.Tech IT,3,Apache Spark,5,5,Advanced
M.Sc Statistics,3,Pandas,5,2,Advanced
B.Tech AI & ML,3,Database Administration,5,2,Advanced
M.Tech,1,System Design,1,4,Beginner
M.Tech,4,OpenCV,2,0,Beginner
B.Tech Mechanical,4,Computer Vision,1,5,Intermediate
B.Com,2,Data Structures,2,3,Intermediate
BBA,2,NLP,3,1,Intermediate
B.Sc Statistics,4,Database Security,3,3,Intermediate
M.Tech,4,Calculus,4,2,Advanced
B.Com,2,Docker,1,0,Beginner
M.Tech,1,Pandas,1,6,Intermediate
B.Sc Data Science,3,PostgreSQL,2,0,Beginner
B.Tech ECE,3,Kubernetes,2,4,Intermediate
B.Tech Data Science,4,Deep Learning,2,0,Beginner
M.Sc Data Science,3,SQL,1,0,Beginner
B.Tech Mechanical,4,NLP,4,6,Advanced
B.Sc Statistics,4,Calculus,5,2,Advanced
B.Tech IT,4,Database Administration,3,4,Advanced
B.Tech IT,4,CI/CD,1,1,Beginner
BCA,1,Business Analysis,5,0,Advanced
M.Sc Statistics,4,Networking,4,1,Advanced
M.Sc Computer Science,4,Calculus,4,6,Advanced
M.Tech,3,Terraform,4,1,Advanced
B.Sc Computer Science,3,Backup and Recovery,3,0,Intermediate
B.Tech Data Science,4,Deep Learning,3,2,Intermediate
B.Sc Information Technology,1,NLP,3,3,Advanced
B.Sc Computer Science,2,REST API,1,5,Intermediate
B.Tech EEE,3,Database Security,3,1,Beginner
B.Sc Statistics,1,Incident Response,1,2,Beginner
M.Sc Statistics,2,SIEM,2,1,Beginner
B.Tech EEE,2,REST API,5,6,Advanced
B.Tech Mechanical,4,Tableau,3,5,Intermediate
